;0;0
самохвальствуете;16;7
законодательнице;16;8
перебаллотируете;16;11
селеноцентрическ;16;4,12
силлабо-тоническ;16;5,12
планетографическ;16;12
микроклиматическа;17;2,12
селеноцентрическа;17;4,12
силлабо-тоническа;17;5,12
огнепоклонническа;17;9
магнитографическа;17;12
импрессионистична;17;14
огнепоклонничеств;17;9
огнепоклонничества;18;9
переадминистрировавшего;23;14
переадминистрировавшее;22;14
переадминистрировавший;22;14
переадминистрировавшим;22;14
переадминистрировавшими;23;14
переадминистрировавшему;23;14
переадминистрировавших;22;14
переадминистрировавшую;22;14
переадминистрировавшая;22;14
переадминистрировал;19;14
переадминистрировала;20;14
переадминистрировали;20;14
переадминистрировало;20;14
огнепоклонничествам;19;9
огнепоклонничествами;20;9
переадминистрировать;20;14
огнепоклонничествах;19;9
благоприобретение;17;3,14
двенадцатисложное;17;5,13
тепловозостроение;17;7,14
подальнепривознее;17;13
светопреставление;17;14
микроклиматическ;16;2,12
огнепоклонническ;16;9
магнитографическ;16;12
противогриппозное;17;13
микроклиматического;19;2,12
селеноцентрического;19;4,12
силлабо-тонического;19;5,12
огнепоклоннического;19;9
переподготовленного;19;11
благоприобретенного;19;12
импрессионистичного;19;14
микроклиматическое;18;2,12
поантипатриотичнее;18;3,14
потонковолокнистее;18;4,14
попятидесятилетнее;18;6,14
пометаллсодержащее;18;6,15
попятнадцатилетнее;18;7,14
понемногочисленнее;18;11
почетырехсотлетнее;18;11,14
понепреднамереннее;18;12
попротивоторпеднее;18;14
попротивооползневее;19;10
лучепреломлениями;17;2,12
звукоподражаниями;17;3,12
благоприобретении;17;3,14
народонаселениями;17;4,12
пятнадцатилетиями;17;5,12
передразниваниями;17;7
тепловозостроении;17;7,14
зарегулированиями;17;8
искусствознаниями;17;12
кристаллоскопиями;17;14
переподготовленное;18;11
благоприобретенное;18;12
импрессионистичное;18;14
